	Length
AT1G13490	1092
AT1G13500	1161
AT1G13510	1533
AT1G13520	1268
AT1G13530	1158
AT1G13540	1254
AT1G13550	1270
AT1G13560	1675
AT1G13570	1614
AT1G13580	1672
AT1G13590	422
AT1G13600	683
AT1G13605	473
AT1G13607	339
AT1G13608	237
AT1G13609	444
AT1G13610	1310
AT1G13620	627
AT1G13630	2724
AT1G13635	1365
AT1G13640	2489
AT1G13650	1293
AT1G13660.1	2470
AT1G13670	811
AT1G13680	1180
AT1G13690	856
AT1G13700	1018
AT1G13710	1826
AT1G13720	72
AT1G13730	1773
AT1G13740	1591
AT1G13750	2082
AT1G13755	564
AT1G13760	561
AT1G13770	1619
AT1G13780	1629
AT1G13790	2407
AT1G13800	2652
AT1G13810	1189
AT1G13820	1286
AT1G13830	832
AT1G13840	73
AT1G13850	73
AT1G13860	2923
AT1G13870	1148
AT1G13880	1705
AT1G13890	792
AT1G13900	2346
AT1G13910	1341
AT1G13920	1038
AT1G13930	833
AT1G13940	3374
AT1G13950	731
AT1G13960	2093
AT1G13970	2050
AT1G13980	4931
AT1G13990	1164
AT1G14000	1805
AT1G14010	915
AT1G14020	1974
AT1G14030	1713
AT1G14040	2442
AT1G14048	306
AT1G14060	877
AT1G14070	1530
AT1G14071	95
AT1G14080	1808
AT1G14090	3004
AT1G14100	1551
AT1G14110	1425
AT1G14120	1190
AT1G14130	1400
AT1G14140	1153
AT1G14150	818
AT1G14160	919
AT1G14170	1852
AT1G14180	1611
AT1G14182	287
AT1G14185	1733
AT1G14190	1506
AT1G14200	817
AT1G14205	575
AT1G14210	891
AT1G14220	687
AT1G14225	135
AT1G14230	1846
AT1G14240	1805
AT1G14250	1846
AT1G14260	1482
AT1G14270	1713
AT1G14280	1523
AT1G14290	1216
AT1G14300	1517
AT1G14310	891
AT1G14315	1067
AT1G14320	972
AT1G14330	2134
AT1G14340	1039
AT1G14345	835
AT1G14350	2216
AT1G14360	1388
AT1G14370	1743
AT1G14380	2445
AT1G14390	2244
AT1G14400	995
AT1G14410	1115
AT1G14420	1768
AT1G14430	1981
AT1G14440	1577
AT1G14450	535
AT1G14455	582
AT1G14460	3742
AT1G14470	1623
AT1G14480	1661
AT1G14490	812
AT1G14500	1311
AT1G14510	1318
AT1G14518	605
AT1G14520	1427
AT1G14530	1573
AT1G14540	1219
AT1G14549	114
AT1G14550	966
AT1G14560	1826
AT1G14570	1825
AT1G14580	1951
AT1G14590	1328
AT1G14600	942
AT1G14610	3632
AT1G14620	1000
AT1G14630	813
AT1G14640	2208
AT1G14642	132
AT1G14650	3286
AT1G14660	2542
AT1G14670	2165
AT1G14680	873
AT1G14685	1942
AT1G14686	1020
AT1G14687	810
AT1G14688	641
AT1G14690	2458
AT1G14700	1249
AT1G14710	2589
AT1G14720	1348
AT1G14730	1025
AT1G14740	2498
AT1G14750	2101
AT1G14755	504
AT1G14760	733
AT1G14770	1866
AT1G14780	2193
AT1G14790	3807
AT1G14800	1155
AT1G14810	1450
AT1G14820	1439
AT1G14830	2323
AT1G14840	2473
AT1G14850	4620
AT1G14860	1128
AT1G14870	740
AT1G14880	765
AT1G14890	944
AT1G14900	1025
AT1G14910	2413
AT1G14920	2129
AT1G14930	719
AT1G14940	758
AT1G14950	845
AT1G14960	688
AT1G14970	1825
AT1G14980	690
AT1G14990	835
AT1G15000	1471
AT1G15002	496
AT1G15010	536
AT1G15015	843
AT1G15020	1949
AT1G15030	1645
AT1G15040	1503
AT1G15045	108
AT1G15050	558
AT1G15060	2301
AT1G15080	1275
AT1G15090	74
AT1G15100	778
AT1G15110	1824
AT1G15120	761
AT1G15125	1056
AT1G15130	2823
AT1G15140	1464
AT1G15150	1658
AT1G15160	1464
AT1G15165	1036
AT1G15170	1712
AT1G15175	829
AT1G15180	1868
AT1G15190	1150
AT1G15200	1757
AT1G15210	4533
AT1G15215	1100
AT1G15220	1343
AT1G15230	1030
AT1G15240	3697
AT1G15250	542
AT1G15260	814
AT1G15270	479
AT1G15280	2307
AT1G15290	5145
AT1G15300.1	2668
AT1G15310	1705
AT1G15320	1511
AT1G15330	1184
AT1G15340	1588
AT1G15350	984
AT1G15360	838
AT1G15370	734
AT1G15380	983
AT1G15385	510
AT1G15390	1006
AT1G15400	957
AT1G15405	292
AT1G15410	2306
AT1G15415	480
AT1G15420	1112
AT1G15430	1680
AT1G15440	2855
AT1G15450	72
AT1G15460	2352
AT1G15470	1416
AT1G15480	2081
AT1G15490	2664
AT1G15500	2179
AT1G15510	2601
AT1G15520	4558
AT1G15530	1971
AT1G15540	963
AT1G15550	1256
AT1G15560.1	1660
AT1G15570	1886
AT1G15580	628
AT1G15590	1023
AT1G15600	1246
AT1G15610	1028
AT1G15620	886
AT1G15630	1073
AT1G15640	1071
AT1G15650	82
AT1G15660	2375
AT1G15670	1539
AT1G15680	1233
AT1G15690	2986
AT1G15700	1250
AT1G15710	1329
AT1G15720	1462
AT1G15730	1531
AT1G15740	2295
AT1G15750	4299
AT1G15757	252
AT1G15760	609
AT1G15770	947
AT1G15772	950
AT1G15780	4338
AT1G15790	889
AT1G15800	1067
AT1G15810	1631
AT1G15820	1183
AT1G15825	381
AT1G15830	1452
AT1G15840	923
AT1G15850	423
AT1G15860	1262
AT1G15870	982
AT1G15880	1099
AT1G15885	526
AT1G15890	2907
AT1G15900	342
AT1G15910	2453
AT1G15920	1761
AT1G15930	954
AT1G15940	3289
AT1G15950	1401
AT1G15960	2137
AT1G15970	1658
AT1G15980	1566
AT1G15990	2130
AT1G16000	514
AT1G16010	1836
AT1G16020	2105
AT1G16022	472
AT1G16025	342
AT1G16030	2330
AT1G16040	848
AT1G16060	1450
AT1G16070	1340
AT1G16080	1285
AT1G16090	1310
AT1G16100	73
AT1G16110	2358
AT1G16120	2193
AT1G16130	2555
AT1G16140	2090
AT1G16150	2340
AT1G16160	2136
AT1G16170	697
AT1G16180	1621
AT1G16190	1433
AT1G16210	1034
AT1G16220	1476
AT1G16225	669
AT1G16230	582
AT1G16240	1103
AT1G16250	1824
AT1G16260	2387
AT1G16270	4117
AT1G16280	1476
AT1G16290	1445
AT1G16300	1602
AT1G16310	1399
AT1G16320	1129
AT1G16330	1947
AT1G16340	1306
AT1G16350	1644
AT1G16360	1203
AT1G16370	1754
AT1G16380	2358
AT1G16390	1791
AT1G16400	1878
AT1G16410	2144
AT1G16420	1338
AT1G16430	579
AT1G16440	1566
AT1G16445	856
AT1G16450	73
AT1G16460	1527
AT1G16470	1248
AT1G16480	2910
AT1G16489	412
AT1G16490	1180
AT1G16500	1005
AT1G16510	872
AT1G16515	265
AT1G16520	1291
AT1G16530	642
AT1G16540	2758
AT1G16550	2303
AT1G16560	1672
AT1G16570	1729
AT1G16590	980
AT1G16600	265
AT1G16610	1665
AT1G16620.1	1370
AT1G16630	2750
AT1G16635	866
AT1G16640	747
AT1G16650	1714
AT1G16660.1	4435
AT1G16670	1720
AT1G16680	2143
AT1G16690	1848
AT1G16700	1061
AT1G16705	790
AT1G16710	6286
AT1G16720	2100
AT1G16730	858
AT1G16740	594
AT1G16750	1895
AT1G16760	2277
AT1G16770	1355
AT1G16780	2839
AT1G16790	657
AT1G16800	6384
AT1G16810	731
AT1G16820	775
AT1G16825	651
AT1G16830	1848
AT1G16840	1380
AT1G16850	747
AT1G16858	2258
AT1G16860	2258
AT1G16870	1769
AT1G16880	1555
AT1G16890	1193
AT1G16900	2084
AT1G16905	1386
AT1G16910	925
AT1G16916	465
AT1G16920	912
AT1G16930	1350
AT1G16940	1305
AT1G16950	551
AT1G16960	676
AT1G16970	2333
AT1G16980	2466
AT1G17000	2351
AT1G17010	1355
AT1G17020	1401
AT1G17030	1659
AT1G17040	2394
AT1G17050	1591
AT1G17060	1817
AT1G17070	2743
AT1G17080	724
AT1G17090	856
AT1G17100	911
AT1G17110	3392
AT1G17120	2003
AT1G17130	1358
AT1G17140	1595
AT1G17145	1422
AT1G17147	579
AT1G17150	1209
AT1G17160	1324
AT1G17170	855
AT1G17180	857
AT1G17190	935
AT1G17200	878
AT1G17210	3348
AT1G17220	3686
AT1G17230	3577
AT1G17232	1229
AT1G17235	360
AT1G17240	2302
AT1G17250	2271
AT1G17255	3072
AT1G17260	2844
AT1G17270	1958
AT1G17275.1	3261
AT1G17277.1	498
AT1G17280	1135
AT1G17285	537
AT1G17290	2080
AT1G17300	695
AT1G17310	654
AT1G17330	962
AT1G17340	2987
AT1G17345	788
AT1G17350	972
AT1G17360	3530
AT1G17370	1772
AT1G17380	1133
AT1G17390.1	1024
AT1G17400	1477
AT1G17410	854
AT1G17420	2957
AT1G17430	1136
AT1G17440	2596
AT1G17450	5959
AT1G17455	810
AT1G17460	2234
AT1G17470	1573
AT1G17480	1464
AT1G17490	569
AT1G17495.1	4173
AT1G17500	3953
AT1G17510	667
AT1G17520	1375
AT1G17530	876
AT1G17540	2574
AT1G17545	540
AT1G17550	2441
AT1G17560	880
AT1G17570	82
AT1G17580	4960
AT1G17590	1859
AT1G17600	3332
AT1G17610	1463
AT1G17615	1143
AT1G17620	1076
AT1G17630	2196
AT1G17640	1110
AT1G17650	1242
AT1G17660	72
AT1G17665	1196
AT1G17670	74
AT1G17680	3179
AT1G17690	2571
AT1G17700	807
AT1G17710	1219
AT1G17720	2565
AT1G17730	895
AT1G17744	1023
AT1G17745	2446
AT1G17750	3379
AT1G17760	2652
AT1G17770	2082
AT1G17780	1477
AT1G17790	1768
AT1G17800	545
AT1G17810	1173
AT1G17820	2856
AT1G17830	1589
AT1G17840	3045
AT1G17850	2011
AT1G17860	738
AT1G17870	1856
AT1G17880	778
AT1G17890	1485
AT1G17900.1	763
AT1G17910	2295
AT1G17920	2755
AT1G17930	1987
AT1G17940	1734
AT1G17950	1123
AT1G17960	1565
AT1G17970	1505
AT1G17980	2766
AT1G17990	1532
AT1G18000	1687
AT1G18010	1587
AT1G18020	1179
AT1G18030	1427
AT1G18040	1634
AT1G18050	858
AT1G18060	1003
AT1G18070	2172
AT1G18075	186
AT1G18080	1358
AT1G18090	1883
AT1G18100	1432
AT1G18120	1835
AT1G18130	498
AT1G18140	1931
AT1G18150	2333
AT1G18160	3516
AT1G18170	989
AT1G18180	1154
AT1G18190	2251
AT1G18191	277
AT1G18200	852
AT1G18210	914
AT1G18220	138
AT1G18230	642
AT1G18240.1	1309
AT1G18250	1116
AT1G18260	2331
AT1G18265	1042
AT1G18270	4506
AT1G18280	770
AT1G18290	965
AT1G18300	1065
AT1G18310	1950
AT1G18320	699
AT1G18330	1644
AT1G18335	1112
AT1G18340	1232
AT1G18350	1088
AT1G18360	1673
AT1G18370	3118
AT1G18382	259
AT1G18390	3120
AT1G18400	1016
AT1G18410	3423
AT1G18415	2189
AT1G18420	1746
AT1G18430	72
AT1G18440	1111
AT1G18450	1627
AT1G18460	2460
AT1G18470	1959
AT1G18480	1379
AT1G18485	3064
AT1G18486	357
AT1G18490	1654
AT1G18500	2060
AT1G18510	717
AT1G18520	1073
AT1G18530	474
AT1G18540	861
AT1G18550	2331
AT1G18560	2195
AT1G18570	1654
AT1G18580	2128
AT1G18590	1363
AT1G18600	1458
AT1G18610	2150
AT1G18620	3519
AT1G18630	751
AT1G18640	1198
AT1G18650	877
AT1G18660	2183
AT1G18670	2474
AT1G18680	786
AT1G18690	2272
AT1G18700	2814
AT1G18710	1119
AT1G18720	913
AT1G18730	1193
AT1G18735	442
AT1G18740	1555
AT1G18745	968
AT1G18750	1880
AT1G18760	675
AT1G18770	321
AT1G18773	850
AT1G18780	978
AT1G18790	810
AT1G18800	1257
AT1G18810	1435
AT1G18820	81
AT1G18830	2910
AT1G18835	299
AT1G18840	2360
AT1G18850	1456
AT1G18860	1463
AT1G18870	1930
AT1G18871	177
AT1G18879	184
AT1G18880	1943
AT1G18890	2568
AT1G18900	3259
AT1G18910	4064
AT1G18930.1	376
AT1G18940	1581
AT1G18950	2731
AT1G18960	1026
AT1G18970	810
AT1G18980	792
AT1G18990	1732
AT1G19000	1503
AT1G19010	1339
AT1G19020	525
AT1G19025	1856
AT1G19030.1	1197
AT1G19040	519
AT1G19050	807
AT1G19060	864
AT1G19070	252
AT1G19080	1062
AT1G19086	544
AT1G19090	2109
AT1G19100	2596
AT1G19110	2551
AT1G19115	1163
AT1G19120	767
AT1G19130	857
AT1G19140	1346
AT1G19150	1043
AT1G19160	1053
AT1G19170	1766
AT1G19180	1527
AT1G19190	1102
AT1G19200	732
AT1G19210	709
AT1G19220	3896
AT1G19230	3085
AT1G19240	670
AT1G19250	1745
AT1G19260	2310
AT1G19270	2346
AT1G19290	2715
AT1G19300	1517
AT1G19310	1045
AT1G19320	864
AT1G19330	1251
AT1G19340	1610
AT1G19350	1576
AT1G19360	1769
AT1G19370	2171
AT1G19371	190
AT1G19373	76
AT1G19376	87
AT1G19380	677
AT1G19390	2367
AT1G19392.1	619
AT1G19394	284
AT1G19396	707
AT1G19397	747
AT1G19400	1672
AT1G19410	1308
AT1G19415.1	1207
AT1G19420	2496
AT1G19430	2778
AT1G19440	1948
AT1G19450	1953
AT1G19460	1251
AT1G19464	92
AT1G19470	1239
AT1G19480	2056
AT1G19485	2633
AT1G19490	1736
AT1G19500	557
AT1G19510	589
AT1G19520	2539
AT1G19530	700
AT1G19540	1073
AT1G19550	462
AT1G19560	1939
AT1G19570	917
AT1G19580	1451
AT1G19600	1440
AT1G19610	443
AT1G19620	954
AT1G19630	1431
AT1G19640	1589
AT1G19650	2428
AT1G19660	1490
AT1G19670	1281
AT1G19680	1805
AT1G19690	1276
AT1G19700	2375
AT1G19710	1727
AT1G19715	2246
AT1G19720	3069
AT1G19730	710
AT1G19740	1138
AT1G19750	1355
AT1G19770	1396
AT1G19780	2262
AT1G19790	1780
AT1G19800	1474
AT1G19810	1607
AT1G19830	718
AT1G19835	3504
AT1G19840	462
AT1G19850	3375
AT1G19860	1803
AT1G19870	2956
AT1G19880	2101
AT1G19890	640
AT1G19900	1843
AT1G19910	858
AT1G19920	1801
AT1G19930	1035
AT1G19940	1789
AT1G19950	1353
AT1G19960	425
AT1G19968	725
AT1G19970	1093
AT1G19980	1534
AT1G19990	893
AT1G20000	615
AT1G20010	1689
AT1G20015	89
AT1G20020	1397
AT1G20030	1652
AT1G20040	84
AT1G20050	973
AT1G20060	2981
AT1G20065	729
AT1G20070	1114
AT1G20080	1851
AT1G20090	1219
AT1G20100	1322
AT1G20110	2132
AT1G20120	1466
AT1G20130	1948
AT1G20132	1378
AT1G20135	987
AT1G20140	755
AT1G20150	2343
AT1G20160	2490
AT1G20170	72
AT1G20180	1481
AT1G20190	1139
AT1G20200	1804
AT1G20210	72
AT1G20220	1387
AT1G20225	927
AT1G20230	2283
AT1G20240	1701
AT1G20250	73
AT1G20260	1919
AT1G20270	1339
AT1G20280	216
AT1G20290	1149
AT1G20300	1907
AT1G20310	919
AT1G20320	1218
AT1G20330	1472
AT1G20340	935
AT1G20350	880
AT1G20360	1241
AT1G20370	1972
AT1G20375	117
AT1G20380	2327
AT1G20390.1	6068
AT1G20400	2835
AT1G20405	353
AT1G20410	1709
AT1G20420	72
AT1G20430	640
AT1G20440	1219
AT1G20450	1524
AT1G20460	465
AT1G20470	610
AT1G20480	1884
AT1G20490	1856
AT1G20500	1721
AT1G20510	1932
AT1G20515	1143
AT1G20520	696
AT1G20530	1845
AT1G20540	1268
AT1G20550	2164
AT1G20560	2009
AT1G20570	2931
AT1G20575	1024
AT1G20580	762
AT1G20590	600
AT1G20600	893
AT1G20610	1833
AT1G20620	2088
AT1G20630	2023
AT1G20640	3208
AT1G20650	1828
AT1G20657	1187
AT1G20670	2394
AT1G20680	1045
AT1G20690	1940
AT1G20691	1870
AT1G20693	954
AT1G20696	943
AT1G20700	779
AT1G20710	594
AT1G20720	3528
AT1G20730	946
AT1G20735	1191
AT1G20740	801
AT1G20750	3435
AT1G20760	3426
AT1G20770	1071
AT1G20780	2877
AT1G20790	1308
AT1G20795	1257
AT1G20800	1988
AT1G20810	917
AT1G20816	737
AT1G20820	72
AT1G20823	870
AT1G20830	1231
AT1G20840	2499
AT1G20850	1299
AT1G20860	1605
AT1G20870	1577
AT1G20875	201
AT1G20880	2091
AT1G20890	978
AT1G20900	1517
AT1G20910	1638
AT1G20920	4564
AT1G20925	1419
AT1G20930	1214
AT1G20940	1245
AT1G20950	2152
AT1G20960	7013
AT1G20967	147
AT1G20970	4673
AT1G20980	4014
AT1G20990	960
AT1G21000	1300
AT1G21010	818
AT1G21020.1	3048
AT1G21040.1	3352
AT1G21050	904
AT1G21060	1676
AT1G21065	799
AT1G21070	1663
AT1G21080	2018
AT1G21090	1313
AT1G21100	1384
AT1G21110	1385
AT1G21120	1358
AT1G21130	1453
AT1G21140	899
AT1G21150	1469
AT1G21160	3724
AT1G21170	3505
AT1G21190	652
AT1G21200	1736
AT1G21202	94
AT1G21210	2588
AT1G21220.1	819
AT1G21230	2202
AT1G21240	2354
AT1G21245	501
AT1G21250	2675
AT1G21260.1	762
AT1G21270	2469
AT1G21280	974
AT1G21281	132
AT1G21286	193
AT1G21290.1	732
AT1G21300.1	558
AT1G21310	1663
AT1G21320	1497
AT1G21323	387
AT1G21326	720
AT1G21327	264
AT1G21330.1	981
AT1G21340	783
AT1G21350	1114
AT1G21360	1055
AT1G21370	1713
AT1G21380	1956
AT1G21390	1164
AT1G21395	375
AT1G21400	1955
AT1G21410	1408
AT1G21420	72
AT1G21430	1176
AT1G21440	1249
AT1G21450	2298
AT1G21460	1004
AT1G21470	357
AT1G21475	546
AT1G21480	1737
AT1G21490	1124
AT1G21500	617
AT1G21510	1318
AT1G21520	636
AT1G21525	563
AT1G21528	248
AT1G21529	755
AT1G21530	1650
AT1G21540	1841
AT1G21550	776
AT1G21560	1716
AT1G21580	7209
AT1G21590	2860
AT1G21600	1516
AT1G21610	2553
AT1G21620	927
AT1G21630	4475
AT1G21640	3533
AT1G21650	5957
AT1G21651	2755
AT1G21660	2027
AT1G21670	2285
AT1G21680	2335
AT1G21690	1324
AT1G21695	980
AT1G21700	2737
AT1G21710	1388
AT1G21720	918
AT1G21722	702
AT1G21730	3278
AT1G21738	93
AT1G21740	2862
AT1G21750	1900
AT1G21760	1320
AT1G21770	572
AT1G21780	1723
AT1G21790	1232
AT1G21800	72
AT1G21810	2066
AT1G21830	1019
AT1G21835	273
AT1G21840	1299
AT1G21850	1656
AT1G21860	1617
AT1G21864	470
AT1G21866	461
AT1G21870	1026
AT1G21880	1714
AT1G21890	1475
AT1G21900	1125
AT1G21910	1164
AT1G21920	1727
AT1G21925	303
AT1G21928	303
AT1G21930	532
AT1G21940	552
AT1G21945.1	4295
AT1G21950	696
AT1G21960	615
AT1G21970	936
AT1G21973	234
AT1G21975	189
AT1G21980	2925
AT1G21990	1398
AT1G22000	2504
AT1G22010	492
AT1G22015	1514
AT1G22020	2374
AT1G22030	1316
AT1G22040	1838
AT1G22050	898
AT1G22060	6614
AT1G22065	616
AT1G22067	135
AT1G22070	1751
AT1G22080	1871
AT1G22090	1176
AT1G22100	1417
AT1G22110	2056
AT1G22120	1598
AT1G22130	1013
AT1G22140	668
AT1G22150	1971
AT1G22160	730
AT1G22170	1392
AT1G22180	1814
AT1G22190	1507
AT1G22200	1617
AT1G22210	1207
AT1G22220	1201
AT1G22230	1262
AT1G22240	1548
AT1G22250	818
AT1G22260	2953
AT1G22270	659
AT1G22275	2874
AT1G22280	1626
AT1G22290	896
AT1G22300	1631
AT1G22310	1850
AT1G22320	38
AT1G22330	1320
AT1G22340	1464
AT1G22350	1621
AT1G22360	1720
AT1G22370	1766
AT1G22380	1602
AT1G22400	1727
AT1G22403	1141
AT1G22410	1919
AT1G22420	1443
AT1G22430	1501
AT1G22440	1478
AT1G22450	1262
AT1G22460	2106
AT1G22470	537
AT1G22480	923
AT1G22490	1215
AT1G22500	1425
AT1G22510	1036
AT1G22520	761
AT1G22530	2448
AT1G22540	2048
AT1G22550	1859
AT1G22560.1	4149
AT1G22570	1698
AT1G22580.1	555
AT1G22590	1028
AT1G22600	1355
AT1G22610	3298
AT1G22620	3109
AT1G22630	642
AT1G22640	1077
AT1G22650	1869
AT1G22651	162
AT1G22660	2005
AT1G22670	1269
AT1G22680	1390
AT1G22690	595
AT1G22700	1168
AT1G22710	1956
AT1G22720	660
AT1G22730	2574
AT1G22740	973
AT1G22750	1098
AT1G22760	2473
AT1G22767	135
AT1G22770	4136
AT1G22780	764
AT1G22790	1188
AT1G22800	1471
AT1G22810	807
AT1G22830	2544
AT1G22840	734
AT1G22850	1283
AT1G22860	3255
AT1G22870	2742
AT1G22880	1974
AT1G22882	2317
AT1G22885	495
AT1G22890	559
AT1G22900	847
AT1G22910	1498
AT1G22920	1496
AT1G22930	3948
AT1G22940	1774
AT1G22950	1490
AT1G22960	2157
AT1G22970	1207
AT1G22980	1470
AT1G22985	708
AT1G22990	672
AT1G23000	1492
AT1G23010	2068
AT1G23020	2271
AT1G23030	2173
AT1G23037	489
AT1G23040	904
AT1G23050	825
AT1G23052	825
AT1G23060	1601
AT1G23070	1461
AT1G23074	165
AT1G23080	2827
AT1G23090	2292
AT1G23100	524
AT1G23110	1475
AT1G23120	713
AT1G23130	772
AT1G23140	642
AT1G23145	294
AT1G23147	335
AT1G23149	982
AT1G23150	982
AT1G23160	1737
AT1G23170	2307
AT1G23180	2978
AT1G23190	2112
AT1G23200	1905
AT1G23201	567
AT1G23205	897
AT1G23210	1470
AT1G23220	848
AT1G23230	4943
AT1G23240	1365
AT1G23250	618
AT1G23260	815
AT1G23270	543
AT1G23280	1034
AT1G23290	604
AT1G23300	1548
AT1G23310	2098
AT1G23320	1167
AT1G23330	1702
AT1G23340	1817
AT1G23350	670
AT1G23360	1303
AT1G23380	1357
AT1G23390	1538
AT1G23400	1822
AT1G23410	608
AT1G23420	1102
AT1G23440	2186
AT1G23450	2000
AT1G23460	1453
AT1G23465	468
AT1G23470	840
AT1G23480	2242
AT1G23490	982
AT1G23500	1038
AT1G23510	1048
AT1G23520	1103
AT1G23530	1057
AT1G23540	2278
AT1G23550	1351
AT1G23560	1303
AT1G23570	1370
AT1G23580	1002
AT1G23590	1226
AT1G23600	1134
AT1G23610	667
AT1G23620	1788
AT1G23640	1275
AT1G23650	87
AT1G23660	868
AT1G23670	1010
AT1G23680	399
AT1G23690	1128
AT1G23700	1422
AT1G23710	1176
AT1G23720	2886
AT1G23724	144
AT1G23730	996
AT1G23740	1384
AT1G23750	843
AT1G23760	2119
AT1G23770	1053
AT1G23780	1840
AT1G23790	1817
AT1G23800	1867
AT1G23810	726
AT1G23820	1415
AT1G23830	1129
AT1G23840	1080
AT1G23850	1497
AT1G23860	1614
AT1G23870	2973
AT1G23880	2215
AT1G23890	1404
AT1G23900	3231
AT1G23910	222
AT1G23920.1	2367
AT1G23930.1	1950
AT1G23935	2211
AT1G23940	1488
AT1G23950	1459
AT1G23960	1439
AT1G23965	1065
AT1G23970	1315
AT1G23980	1300
AT1G23990.1	2097
AT1G24000	409
AT1G24010	618
AT1G24020	950
AT1G24030	1553
AT1G24040	1502
AT1G24050	1039
AT1G24060	375
AT1G24062	469
AT1G24068	466
AT1G24070	1858
AT1G24080	74
AT1G24090	1335
AT1G24095	979
AT1G24100	1572
AT1G24110	981
AT1G24120	1717
AT1G24130	1248
AT1G24140	1343
AT1G24145	523
AT1G24147	628
AT1G24148	1302
AT1G24150	2261
AT1G24159	423
AT1G24160	2316
AT1G24170	1617
AT1G24180	1547
AT1G24190	4454
AT1G24200	591
AT1G24210	801
AT1G24212	267
AT1G24220	2235
AT1G24230	738
AT1G24240	893
AT1G24250	759
AT1G24256	432
AT1G24260	1152
AT1G24265	1471
AT1G24267	1670
AT1G24270	706
AT1G24280	2047
AT1G24290	1773
AT1G24300	4638
AT1G24310	1491
AT1G24320	2528
AT1G24330	2701
AT1G24340	2457
AT1G24350	1482
AT1G24360	1393
AT1G24370.1	1242
AT1G24380	1451
AT1G24388	414
AT1G24390	455
AT1G24400	1749
AT1G24405	405
AT1G24420	1311
AT1G24430	1504
AT1G24440	1264
AT1G24450	836
AT1G24460	5935
AT1G24470	1070
AT1G24480	800
AT1G24485	1725
AT1G24490	1935
AT1G24510	2200
AT1G24520	640
AT1G24530	1479
AT1G24540	1671
AT1G24560	2504
AT1G24570	1244
AT1G24575	493
AT1G24577	555
AT1G24580	645
AT1G24590	921
AT1G24600	413
AT1G24610	1721
AT1G24620	748
AT1G24625	1031
AT1G24640.1	3402
AT1G24650	2661
AT1G24657	414
AT1G24686	414
AT1G24706	5963
AT1G24733	294
AT1G24735	1186
AT1G24764	2472
AT1G24792	1037
AT1G24793	1231
AT1G24800	1592
AT1G24807	708
AT1G24822	651
AT1G24851	777
AT1G24879	693
AT1G24880	2055
AT1G24881	1599
AT1G24909	1029
AT1G24938.1	954
AT1G24967.1	4122
AT1G24996	450
AT1G25025	777
AT1G25053	792
AT1G25054	1515
AT1G25055	1550
AT1G25083	794
AT1G25097	651
AT1G25098	1533
AT1G25112	777
AT1G25141	705
AT1G25145	1224
AT1G25150	1526
AT1G25155	1029
AT1G25175	687
AT1G25180	777
AT1G25209	1037
AT1G25210	1357
AT1G25211	1622
AT1G25220	1536
AT1G25230	1111
AT1G25240	1263
AT1G25250	1181
AT1G25260	1018
AT1G25270	1068
AT1G25275	518
AT1G25280	2195
AT1G25290	1228
AT1G25300	819
AT1G25310	438
AT1G25320	2370
AT1G25330	1002
AT1G25340	1108
AT1G25350	2655
AT1G25360	2373
AT1G25370	1160
AT1G25375	1738
AT1G25380	1532
AT1G25390	2132
AT1G25400	1292
AT1G25410	1029
AT1G25420	1553
AT1G25422	1041
AT1G25425	632
AT1G25430.1	5327
AT1G25440	1653
AT1G25450	1784
AT1G25460	963
AT1G25470	1645
AT1G25472	1645
AT1G25480	1649
AT1G25490	2110
AT1G25500	1840
AT1G25510	1663
AT1G25520	1184
AT1G25530	1643
AT1G25540	3052
AT1G25550	1396
AT1G25560	1365
AT1G25570	2310
AT1G25580	1906
AT1G25682	1244
AT1G25784.1	4471
AT1G25886.1	3606
AT1G25988	543
AT1G26090	1647
AT1G26100	885
AT1G26110	2357
AT1G26120	1775
AT1G26130	4173
AT1G26140	489
AT1G26150	2866
AT1G26160	1154
AT1G26170	3326
AT1G26180	1276
AT1G26190	2435
AT1G26200	939
AT1G26208	1709
AT1G26210	1073
AT1G26218	1135
AT1G26220	722
AT1G26230	2537
AT1G26233	135
AT1G26235	126
AT1G26240	1437
AT1G26250	1627
AT1G26260	1671
AT1G26270	2605
AT1G26290	608
AT1G26300	1266
AT1G26310	1038
AT1G26320	1418
AT1G26330	3924
AT1G26340	722
AT1G26350	318
AT1G26355	342
AT1G26360	1422
AT1G26370	2708
AT1G26380	1792
AT1G26390	1763
AT1G26400	1584
AT1G26410	1765
AT1G26420	1738
AT1G26430	74
AT1G26440	1761
AT1G26450	1074
AT1G26460	2310
AT1G26470	655
AT1G26480	1156
AT1G26490	73
AT1G26500	1518
AT1G26510	1194
AT1G26515	1101
AT1G26520	1633
AT1G26530	1259
AT1G26540	2421
AT1G26550	737
AT1G26558	1481
AT1G26560	1777
AT1G26570	1712
AT1G26580	2788
AT1G26590	1086
AT1G26600	795
AT1G26610	1854
AT1G26620	2977
AT1G26630	919
AT1G26640	1367
AT1G26650	1472
AT1G26660	891
AT1G26665	798
AT1G26670	1088
AT1G26680	3308
AT1G26690	892
AT1G26700	1733
AT1G26710	817
AT1G26720	510
AT1G26730	2253
AT1G26740	752
AT1G26750	879
AT1G26760	1792
AT1G26761	1421
AT1G26762	537
AT1G26770	1399
AT1G26771	105
AT1G26773	177
AT1G26780	1095
AT1G26790	1191
AT1G26795	574
AT1G26796	530
AT1G26797	606
AT1G26798	551
AT1G26799	566
AT1G26800	1226
AT1G26810	2443
AT1G26815	413
